applicant_id,age,income,credit_history_months,num_credit_accounts,debt_ratio,num_late_payments,status,target,true_good
1100,54,31908.1,158,2,0.204,3,approved,0.0,0
1101,60,19611.59,144,2,0.233,0,approved,0.0,0
1102,48,98396.68,157,4,0.275,1,approved,1.0,1
1103,64,34802.74,6,2,0.389,4,rejected,,0
1104,25,42049.35,46,5,0.28,4,rejected,,0
1105,57,62481.15,166,2,0.119,3,approved,0.0,0
1106,46,74892.94,43,6,0.42,2,rejected,,0
1107,58,30477.88,137,1,0.449,1,approved,1.0,1
1108,30,76811.76,130,2,0.642,1,approved,1.0,1
1109,19,12060.41,190,2,0.312,2,approved,0.0,0
1110,64,64360.61,15,2,0.222,2,rejected,,1
1111,20,94116.0,201,5,0.569,5,approved,1.0,1
1112,60,45799.51,83,3,0.333,2,rejected,,1
1113,35,47263.72,102,2,0.113,1,approved,1.0,1
1114,28,47432.55,87,4,0.5,1,rejected,,0
1115,45,22541.87,126,2,0.23,2,approved,0.0,0
1116,23,27776.87,43,5,0.465,0,rejected,,0
1117,60,34033.93,152,5,0.296,1,approved,0.0,0
1118,24,67219.04,6,4,0.339,2,rejected,,0
1119,61,55665.07,146,2,0.534,1,approved,1.0,1
1120,62,54751.5,37,4,0.112,1,approved,1.0,1
1121,42,49058.69,148,3,0.258,2,approved,1.0,1
1122,71,41331.38,143,3,0.159,0,approved,1.0,1
1123,66,38560.54,22,3,0.201,0,rejected,,1
1124,34,27671.84,65,7,0.296,2,rejected,,0
1125,70,27060.58,74,4,0.303,2,rejected,,0
1126,24,45810.35,10,4,0.29,1,approved,1.0,1
1127,68,78256.57,148,3,0.728,0,approved,1.0,1
1128,58,35705.98,169,2,0.484,0,approved,1.0,1
1129,36,70874.17,149,0,0.273,0,approved,1.0,1
1130,47,44442.93,190,3,0.399,0,approved,0.0,0
1131,31,21858.38,95,3,0.472,1,rejected,,0
1132,52,30513.37,179,1,0.732,1,approved,1.0,1
1133,21,58361.06,74,7,0.273,0,approved,1.0,1
1134,46,35976.94,143,1,0.127,2,approved,1.0,1
1135,58,29089.04,189,1,0.357,2,approved,1.0,1
1136,64,40423.8,129,2,0.313,1,approved,0.0,0
1137,20,35431.05,171,3,0.059,0,approved,1.0,1
1138,51,32121.45,87,2,0.249,1,approved,1.0,1
1139,65,16852.36,23,4,0.552,1,rejected,,1
1140,63,32570.56,150,1,0.486,1,approved,1.0,1
1141,70,29545.2,57,2,0.594,0,rejected,,0
1142,55,46605.64,91,5,0.056,1,approved,1.0,1
1143,37,44429.75,203,2,0.253,1,approved,0.0,0
1144,57,34920.55,21,1,0.105,1,approved,1.0,1
1145,31,105562.34,26,4,0.486,2,rejected,,0
1146,59,49894.75,137,0,0.2,1,approved,1.0,1
1147,31,46515.31,153,4,0.097,2,approved,1.0,1
1148,50,13513.12,179,1,0.148,0,approved,1.0,1
1149,42,13787.62,140,2,0.289,1,approved,1.0,1
1150,38,55380.38,25,7,0.507,2,rejected,,1
1151,67,19561.15,26,1,0.111,0,rejected,,0
1152,40,23291.45,72,2,0.301,0,approved,0.0,0
1153,54,23534.74,134,4,0.106,2,rejected,,0
1154,19,51627.44,114,4,0.609,0,rejected,,0
1155,58,48815.84,26,3,0.145,1,approved,1.0,1
1156,20,43760.45,55,4,0.419,1,rejected,,1
1157,50,46190.47,71,1,0.073,0,approved,1.0,1
1158,44,21101.3,0,3,0.191,3,rejected,,1
1159,63,35480.81,22,0,0.102,1,rejected,,1
1160,63,112103.57,221,2,0.296,1,approved,1.0,1
1161,47,23620.32,47,4,0.142,3,rejected,,0
1162,58,15161.78,26,4,0.531,1,rejected,,0
1163,23,20829.42,176,3,0.246,2,approved,0.0,0
1164,39,24449.38,225,2,0.181,3,approved,1.0,1
1165,51,29922.68,95,4,0.327,1,rejected,,0
1166,45,41949.64,53,4,0.183,0,rejected,,0
1167,35,43400.6,179,2,0.666,1,approved,1.0,1
1168,65,32212.14,65,2,0.677,1,rejected,,0
1169,26,37860.81,107,4,0.435,1,rejected,,1
1170,62,32128.27,43,0,0.25,1,rejected,,1
1171,30,21332.29,178,2,0.206,1,approved,1.0,1
1172,52,38341.07,42,4,0.204,1,rejected,,1
1173,49,59310.56,171,0,0.541,0,approved,0.0,0
1174,66,69996.13,3,2,0.602,0,rejected,,0
1175,42,19888.43,76,3,0.145,0,rejected,,1
1176,73,46337.5,172,2,0.242,3,approved,1.0,1
1177,23,31371.61,212,1,0.112,0,approved,1.0,1
1178,53,28752.88,110,6,0.39,2,approved,0.0,0
1179,27,26522.76,198,2,0.13,2,approved,1.0,1
1180,73,48556.89,139,5,0.044,1,approved,1.0,1
1181,60,23041.25,121,3,0.101,0,approved,1.0,1
1182,22,14541.52,60,3,0.212,3,rejected,,0
1183,64,26242.0,77,3,0.146,0,approved,1.0,1
1184,62,66949.79,217,1,0.117,3,approved,0.0,0
1185,31,29640.06,63,0,0.339,0,rejected,,0
1186,23,38817.15,68,3,0.043,0,approved,1.0,1
1187,23,30873.73,105,1,0.208,2,rejected,,1
1188,30,62444.93,138,3,0.382,1,approved,1.0,1
1189,24,45957.25,119,6,0.416,2,approved,0.0,0
1190,37,121869.36,57,7,0.145,2,approved,1.0,1
1191,52,50974.64,117,3,0.624,2,approved,0.0,0
1192,24,18160.37,28,4,0.146,1,approved,0.0,0
1193,49,35770.23,105,2,0.136,1,approved,0.0,0
1194,58,77149.83,30,5,0.379,0,approved,1.0,1
1195,27,14765.68,171,4,0.23,3,approved,1.0,1
1196,37,90118.73,189,3,0.316,2,approved,1.0,1
1197,68,34387.34,235,2,0.257,0,approved,1.0,1
1198,27,25640.99,14,3,0.628,1,rejected,,0
1199,18,23689.58,184,1,0.052,1,approved,1.0,1
1200,30,31639.71,52,1,0.291,0,rejected,,0
1201,47,35787.38,111,2,0.075,0,approved,1.0,1
1202,19,23926.95,10,1,0.051,1,approved,0.0,0
1203,58,29440.02,74,1,0.22,0,approved,1.0,1
1204,72,75115.11,109,3,0.329,1,approved,1.0,1
1205,42,22833.38,111,0,0.266,3,rejected,,0
1206,72,34770.23,133,4,0.437,0,approved,0.0,0
1207,35,52754.26,145,1,0.253,3,approved,1.0,1
1208,32,79337.26,30,2,0.526,0,approved,0.0,0
1209,62,30800.84,35,5,0.224,3,rejected,,0
1210,57,39509.45,229,2,0.523,2,approved,1.0,1
1211,21,20416.68,129,3,0.262,1,approved,1.0,1
1212,20,39619.45,197,3,0.402,0,approved,1.0,1
1213,19,43283.04,206,2,0.407,1,approved,0.0,0
1214,37,40937.27,207,1,0.238,2,approved,0.0,0
1215,48,30065.03,148,4,0.22,0,approved,1.0,1
1216,56,40044.72,151,4,0.22,0,approved,0.0,0
1217,21,15679.32,166,5,0.078,0,approved,1.0,1
1218,30,58537.06,3,2,0.184,0,rejected,,1
1219,68,17767.75,87,1,0.567,2,rejected,,0
1220,37,20788.67,216,2,0.074,0,approved,0.0,0
1221,18,16204.65,186,7,0.44,1,rejected,,0
1222,25,25007.58,57,0,0.091,0,approved,1.0,1
1223,65,38570.64,65,4,0.164,3,rejected,,0
1224,26,63714.87,188,2,0.263,2,approved,0.0,0
1225,58,84549.25,222,3,0.263,0,approved,1.0,1
1226,18,72312.68,103,3,0.399,1,approved,0.0,0
1227,53,37614.64,16,3,0.065,0,approved,0.0,0
1228,37,24756.76,186,1,0.295,0,approved,1.0,1
1229,45,29930.51,151,4,0.219,2,rejected,,0
1230,42,34169.53,7,1,0.053,0,approved,1.0,1
1231,73,45937.94,94,4,0.094,2,approved,1.0,1
1232,42,33534.21,144,2,0.258,0,approved,1.0,1
1233,73,49259.05,170,0,0.215,1,approved,1.0,1
1234,34,17471.09,40,6,0.264,0,rejected,,0
1235,57,30405.86,47,5,0.465,1,rejected,,0
1236,48,27385.52,207,1,0.331,1,approved,1.0,1
1237,49,28517.43,230,5,0.441,0,approved,1.0,1
1238,19,36995.96,236,0,0.303,0,approved,1.0,1
1239,28,38289.86,204,2,0.471,2,approved,1.0,1
1240,41,41076.16,109,3,0.135,0,approved,0.0,0
1241,38,33732.7,216,0,0.605,1,approved,1.0,1
1242,52,49331.28,204,4,0.248,3,approved,1.0,1
1243,18,32349.51,130,4,0.419,1,approved,0.0,0
1244,61,21237.82,144,3,0.198,3,rejected,,0
1245,23,53300.61,110,4,0.067,0,approved,1.0,1
1246,74,22405.48,78,3,0.35,2,rejected,,0
1247,30,74845.49,200,3,0.354,2,approved,1.0,1
1248,43,20262.11,84,4,0.108,1,approved,0.0,0
1249,40,23171.31,23,2,0.416,0,rejected,,0
1250,71,45982.02,61,3,0.275,0,approved,0.0,0
1251,70,48845.13,102,2,0.288,1,rejected,,1
1252,70,34696.93,27,2,0.482,0,approved,0.0,0
1253,62,43040.91,174,3,0.232,1,approved,1.0,1
1254,25,68179.12,48,0,0.639,1,approved,0.0,0
1255,33,70004.47,126,4,0.287,1,approved,0.0,0
1256,46,18658.03,68,6,0.527,1,rejected,,1
1257,50,64189.3,111,1,0.538,0,approved,0.0,0
1258,30,23860.34,132,5,0.207,2,approved,0.0,0
1259,61,46222.83,208,2,0.159,1,approved,1.0,1
1260,63,86075.05,143,4,0.227,0,approved,1.0,1
1261,59,34632.72,9,5,0.109,2,approved,1.0,1
1262,59,24390.17,43,4,0.33,2,rejected,,1
1263,66,29896.16,183,6,0.302,1,approved,1.0,1
1264,73,22270.13,99,3,0.288,2,approved,1.0,1
1265,43,48049.29,164,7,0.295,1,approved,0.0,0
1266,21,28938.65,167,3,0.541,2,approved,1.0,1
1267,71,16190.28,36,3,0.099,1,rejected,,1
1268,42,26066.01,228,2,0.213,1,approved,1.0,1
1269,46,26293.63,68,3,0.169,2,rejected,,0
1270,38,48901.09,81,3,0.135,0,approved,1.0,1
1271,60,49492.97,92,1,0.353,1,rejected,,1
1272,55,40603.51,126,2,0.152,0,approved,1.0,1
1273,26,47098.41,27,3,0.264,0,approved,0.0,0
1274,48,37185.21,195,4,0.249,4,approved,0.0,0
1275,56,57019.48,83,4,0.102,0,approved,1.0,1
1276,50,22320.3,126,2,0.174,2,approved,0.0,0
1277,47,77376.96,194,5,0.296,1,approved,0.0,0
1278,26,16912.97,112,4,0.418,0,approved,1.0,1
1279,36,19856.63,81,5,0.119,1,approved,0.0,0
1280,71,52685.22,55,3,0.408,0,approved,0.0,0
1281,59,38670.27,75,3,0.209,0,approved,1.0,1
1282,36,32107.58,209,1,0.397,2,approved,0.0,0
1283,39,60960.11,185,2,0.227,0,approved,1.0,1
1284,40,80495.56,154,3,0.191,1,approved,1.0,1
1285,31,32108.62,137,3,0.396,2,rejected,,0
1286,31,56238.14,49,6,0.152,3,rejected,,1
1287,28,41130.18,190,2,0.546,1,approved,0.0,0
1288,35,17017.35,140,6,0.366,1,approved,0.0,0
1289,29,38899.61,181,2,0.11,1,approved,1.0,1
1290,39,58357.44,40,4,0.404,1,approved,1.0,1
1291,45,28589.94,154,3,0.232,0,approved,1.0,1
1292,32,73234.58,120,2,0.091,2,approved,1.0,1
1293,69,39447.48,185,3,0.39,1,approved,0.0,0
1294,43,59315.36,2,3,0.375,0,rejected,,1
1295,52,37563.59,20,8,0.219,1,rejected,,1
1296,65,37583.27,239,6,0.259,2,approved,1.0,1
1297,30,48236.41,196,4,0.427,3,approved,0.0,0
1298,66,18032.07,222,1,0.575,0,approved,0.0,0
1299,73,27610.37,131,2,0.063,1,approved,1.0,1
1300,52,61239.32,21,2,0.335,2,rejected,,0
1301,55,37841.78,224,1,0.284,2,approved,1.0,1
1302,49,28862.85,108,4,0.203,0,approved,0.0,0
1303,37,42322.43,96,3,0.332,3,approved,1.0,1
1304,52,91565.44,117,3,0.443,1,approved,0.0,0
1305,41,13801.79,73,4,0.074,0,approved,0.0,0
1306,46,36883.3,6,6,0.339,1,rejected,,1
1307,26,30088.07,190,3,0.373,1,approved,0.0,0
1308,22,22328.53,170,3,0.041,0,approved,0.0,0
1309,42,94740.81,131,2,0.542,1,approved,1.0,1
1310,23,31285.07,137,2,0.335,1,approved,1.0,1
1311,65,61593.8,157,4,0.334,1,approved,1.0,1
1312,45,19411.76,217,0,0.243,0,approved,1.0,1
1313,74,17642.08,84,3,0.201,1,rejected,,1
1314,22,11984.15,3,6,0.361,0,rejected,,0
1315,22,57106.89,175,3,0.134,0,approved,1.0,1
1316,25,114391.34,144,2,0.265,0,approved,1.0,1
1317,37,59799.22,207,3,0.389,1,approved,1.0,1
1318,53,30475.12,42,1,0.312,1,rejected,,0
1319,38,26336.13,30,0,0.255,3,rejected,,1
1320,71,39142.71,155,2,0.452,1,rejected,,1
1321,74,42121.29,223,2,0.33,0,approved,0.0,0
1322,19,16208.32,133,5,0.62,0,approved,1.0,1
1323,54,82700.35,166,3,0.152,3,approved,1.0,1
1324,52,34318.0,39,4,0.384,1,rejected,,0
1325,66,57312.38,37,3,0.04,0,approved,1.0,1
1326,43,99474.27,200,3,0.579,2,approved,1.0,1
1327,23,85946.52,215,4,0.417,1,approved,1.0,1
1328,20,21946.62,76,1,0.079,2,rejected,,1
1329,27,22376.85,206,1,0.427,1,approved,0.0,0
1330,62,16291.36,209,3,0.33,0,approved,1.0,1
1331,23,66472.79,204,2,0.607,0,approved,0.0,0
1332,58,16238.7,203,3,0.341,1,approved,1.0,1
1333,25,46710.31,137,4,0.309,0,approved,1.0,1
1334,71,25235.18,132,2,0.368,1,approved,1.0,1
1335,24,36972.87,22,1,0.275,0,approved,0.0,0
1336,55,25002.02,94,3,0.171,1,approved,1.0,1
1337,18,25769.01,25,2,0.101,1,rejected,,0
1338,58,58030.34,227,7,0.156,0,approved,1.0,1
1339,21,42160.08,68,3,0.219,2,rejected,,0
1340,38,33419.52,166,7,0.531,1,approved,0.0,0
1341,66,51804.73,62,2,0.186,1,approved,1.0,1
1342,51,19605.05,201,1,0.126,3,approved,0.0,0
1343,37,43845.92,114,2,0.364,3,rejected,,1
1344,53,23531.79,160,5,0.56,1,rejected,,1
1345,53,36858.13,81,1,0.29,0,approved,1.0,1
1346,24,40556.39,233,7,0.069,1,approved,1.0,1
1347,44,58159.31,210,3,0.122,1,approved,1.0,1
1348,29,24535.66,207,2,0.307,1,approved,1.0,1
1349,45,33676.33,119,2,0.277,1,approved,1.0,1
1350,31,15998.63,10,4,0.511,2,rejected,,0
1351,32,36135.61,153,1,0.429,1,approved,1.0,1
1352,52,64599.23,145,2,0.275,1,approved,1.0,1
1353,44,106351.02,1,4,0.411,2,approved,0.0,0
1354,48,37572.55,72,2,0.058,0,approved,1.0,1
1355,24,19122.86,13,4,0.14,0,approved,0.0,0
1356,36,59925.33,130,1,0.194,1,approved,1.0,1
1357,37,33514.6,44,4,0.621,0,rejected,,0
1358,63,44576.27,185,5,0.498,0,approved,0.0,0
1359,39,52061.44,113,1,0.183,2,approved,0.0,0
1360,57,49808.28,150,3,0.203,1,approved,1.0,1
1361,66,17292.48,110,2,0.252,2,rejected,,1
1362,25,43184.15,237,7,0.309,2,approved,1.0,1
1363,22,20475.71,200,3,0.413,2,approved,0.0,0
1364,63,54448.09,132,5,0.297,2,approved,0.0,0
1365,35,84493.56,211,5,0.278,0,approved,1.0,1
1366,35,46996.68,12,3,0.089,0,approved,0.0,0
1367,74,11624.88,196,6,0.337,2,approved,0.0,0
1368,44,55810.87,232,1,0.134,1,approved,1.0,1
1369,53,29953.74,83,2,0.241,1,approved,1.0,1
1370,28,62300.59,215,3,0.194,2,approved,1.0,1
1371,32,100846.88,33,1,0.353,2,approved,1.0,1
1372,40,67821.41,231,3,0.375,1,approved,1.0,1
1373,19,27433.18,211,4,0.28,0,approved,1.0,1
1374,31,17840.79,37,4,0.06,2,approved,0.0,0
1375,74,37707.87,126,6,0.554,0,approved,1.0,1
1376,59,24330.99,17,3,0.142,0,rejected,,0
1377,51,83656.85,65,2,0.231,0,approved,0.0,0
1378,51,59658.15,142,4,0.206,1,approved,1.0,1
1379,37,24653.99,92,1,0.19,0,approved,0.0,0
1380,68,59021.91,182,3,0.346,0,approved,1.0,1
1381,44,27484.79,130,2,0.155,2,approved,1.0,1
1382,27,62087.47,211,4,0.568,2,approved,1.0,1
1383,21,29951.61,71,6,0.171,0,approved,0.0,0
1384,50,57143.71,73,3,0.144,0,approved,1.0,1
1385,24,25150.32,208,4,0.272,0,approved,0.0,0
1386,44,16240.43,220,5,0.215,1,approved,1.0,1
1387,65,18898.8,232,7,0.299,1,approved,1.0,1
1388,45,29421.05,208,1,0.113,1,approved,1.0,1
1389,52,35300.67,107,3,0.389,0,approved,1.0,1
1390,61,15696.07,236,6,0.101,2,approved,1.0,1
1391,41,34676.64,132,3,0.283,1,approved,0.0,0
1392,41,53898.74,202,2,0.218,1,approved,0.0,0
1393,22,56695.81,210,3,0.178,0,approved,1.0,1
1394,57,27843.66,187,5,0.331,1,approved,1.0,1
1395,18,16262.35,88,4,0.327,3,approved,0.0,0
1396,33,130246.8,212,7,0.302,1,approved,1.0,1
1397,33,16970.97,190,3,0.023,0,approved,1.0,1
1398,25,36766.38,176,3,0.223,2,approved,1.0,1
1399,61,82287.81,24,8,0.43,2,rejected,,0
1400,63,30114.61,167,2,0.438,0,approved,0.0,0
1401,25,36834.37,54,2,0.166,1,rejected,,1
1402,47,28758.33,65,1,0.631,0,rejected,,0
1403,31,37202.52,61,1,0.583,2,rejected,,1
1404,32,47753.9,193,5,0.147,4,approved,1.0,1
1405,26,41051.32,129,3,0.315,1,approved,0.0,0
1406,43,22315.69,141,2,0.424,2,rejected,,0
1407,72,55486.78,32,0,0.337,1,rejected,,0
1408,54,68216.78,40,5,0.115,1,approved,1.0,1
1409,18,17421.91,222,6,0.343,3,approved,0.0,0
1410,32,20185.14,91,5,0.196,1,approved,1.0,1
1411,35,37164.93,186,2,0.226,1,approved,1.0,1
1412,28,42507.44,210,4,0.061,1,approved,1.0,1
1413,27,64460.45,88,5,0.453,1,approved,0.0,0
1414,74,44192.68,102,2,0.269,0,approved,1.0,1
1415,55,28584.39,44,5,0.204,2,rejected,,0
1416,28,72686.0,48,3,0.375,0,approved,1.0,1
1417,47,39043.51,212,2,0.188,1,approved,1.0,1
1418,37,56371.58,232,4,0.455,1,approved,0.0,0
1419,36,24567.49,222,4,0.164,0,approved,1.0,1
1420,40,45130.61,6,3,0.27,2,rejected,,0
1421,71,51168.18,137,3,0.298,1,approved,1.0,1
1422,67,129777.4,147,2,0.569,2,approved,1.0,1
1423,49,24989.94,167,4,0.021,2,approved,0.0,0
1424,33,51428.02,68,4,0.101,2,rejected,,1
1425,68,57664.87,89,0,0.207,2,approved,0.0,0
1426,30,49183.44,198,3,0.168,2,approved,1.0,1
1427,19,30425.64,206,1,0.313,3,approved,1.0,1
1428,25,33729.12,238,5,0.33,1,approved,0.0,0
1429,48,40537.94,169,5,0.085,1,approved,1.0,1
1430,61,47168.28,49,1,0.583,0,approved,1.0,1
1431,31,78173.39,80,8,0.452,3,approved,1.0,1
1432,50,51590.88,8,3,0.57,0,rejected,,1
1433,34,20634.79,85,4,0.522,0,rejected,,1
1434,23,15237.08,224,8,0.063,1,approved,1.0,1
1435,54,37504.51,203,3,0.244,3,approved,0.0,0
1436,43,36554.75,75,4,0.153,1,rejected,,0
1437,39,50895.54,48,3,0.174,0,rejected,,1
1438,74,36510.29,162,2,0.102,1,approved,1.0,1
1439,72,21751.89,163,3,0.099,0,approved,1.0,1
1440,70,26127.44,213,1,0.155,1,approved,1.0,1
1441,29,29535.59,129,3,0.53,1,approved,1.0,1
1442,50,20442.56,194,2,0.093,2,approved,1.0,1
1443,40,25637.9,107,1,0.318,4,rejected,,0
1444,31,36537.56,8,3,0.189,1,rejected,,0
1445,48,27608.82,239,2,0.302,0,approved,1.0,1
1446,51,42765.07,15,3,0.151,2,rejected,,0
1447,65,47477.55,0,8,0.102,2,rejected,,1
1448,47,46878.51,126,3,0.372,4,rejected,,0
1449,51,38264.52,5,3,0.131,1,rejected,,1
1450,73,27445.73,48,6,0.377,0,approved,0.0,0
1451,26,20658.11,205,2,0.64,0,approved,1.0,1
1452,18,56130.73,9,1,0.345,1,rejected,,1
1453,27,41522.53,216,3,0.089,0,approved,1.0,1
1454,35,54305.88,33,2,0.334,1,rejected,,0
1455,34,25390.94,88,2,0.047,2,rejected,,1
1456,40,37110.04,229,1,0.262,0,approved,1.0,1
1457,55,16903.24,86,2,0.281,0,approved,0.0,0
1458,59,40683.93,15,2,0.576,0,rejected,,1
1459,56,22092.26,209,3,0.262,1,approved,0.0,0
1460,60,21402.53,223,2,0.044,3,approved,0.0,0
1461,47,34554.78,162,6,0.316,0,approved,0.0,0
1462,59,28940.84,180,2,0.454,1,approved,1.0,1
1463,67,31903.13,132,6,0.313,3,rejected,,0
1464,50,25618.87,79,2,0.14,1,rejected,,0
1465,63,50965.32,236,2,0.533,1,approved,1.0,1
1466,49,50142.88,196,3,0.451,2,approved,0.0,0
1467,38,43027.91,117,5,0.61,1,approved,0.0,0
1468,34,44453.33,30,4,0.508,1,rejected,,0
1469,66,29597.66,182,3,0.334,0,approved,0.0,0
1470,67,98506.64,74,2,0.323,0,approved,1.0,1
1471,29,67393.75,26,2,0.139,3,rejected,,0
1472,42,34064.78,103,2,0.567,0,rejected,,0
1473,53,43725.59,134,2,0.744,2,approved,0.0,0
1474,38,17177.01,211,4,0.449,1,approved,0.0,0
1475,47,21538.37,38,3,0.346,4,rejected,,0
1476,63,53255.56,140,4,0.132,0,approved,1.0,1
1477,32,84783.46,133,3,0.259,1,approved,1.0,1
1478,59,74307.56,127,5,0.186,1,approved,1.0,1
1479,41,30613.02,109,4,0.298,0,approved,0.0,0
1480,36,38838.97,40,4,0.296,1,rejected,,0
1481,21,23287.09,98,6,0.245,1,rejected,,0
1482,19,30289.43,227,5,0.276,2,approved,1.0,1
1483,29,71962.45,40,3,0.278,1,approved,1.0,1
1484,18,34943.25,151,2,0.324,1,approved,1.0,1
1485,48,25056.54,223,10,0.493,2,approved,1.0,1
1486,66,32524.77,28,2,0.22,2,rejected,,0
1487,19,19344.04,145,2,0.052,0,approved,1.0,1
1488,26,68760.97,155,3,0.299,0,approved,1.0,1
1489,67,60197.09,86,4,0.224,3,approved,0.0,0
1490,52,65801.62,39,5,0.542,0,approved,1.0,1
1491,61,13285.47,213,4,0.297,1,approved,1.0,1
1492,51,33131.71,110,5,0.328,1,approved,0.0,0
1493,72,33707.38,186,2,0.323,1,approved,1.0,1
1494,30,108190.48,170,2,0.551,0,approved,1.0,1
1495,65,19182.04,225,1,0.168,1,approved,1.0,1
1496,43,42310.79,11,4,0.394,1,rejected,,0
1497,19,32101.58,33,4,0.128,0,approved,1.0,1
1498,41,49257.69,168,4,0.197,1,approved,1.0,1
1499,41,28108.26,93,8,0.236,1,rejected,,1
1500,46,23066.6,194,1,0.261,0,approved,1.0,1
1501,27,43031.3,171,7,0.228,1,approved,0.0,0
1502,66,46006.72,176,7,0.543,0,approved,0.0,0
1503,35,29760.49,69,1,0.156,0,approved,1.0,1
1504,70,53228.23,225,3,0.301,1,approved,1.0,1
1505,74,54713.19,184,3,0.715,0,approved,1.0,1
1506,22,52625.77,235,2,0.511,1,approved,1.0,1
1507,59,38251.06,92,3,0.209,1,approved,1.0,1
1508,42,59566.37,145,1,0.438,2,approved,1.0,1
1509,47,75769.08,107,1,0.278,2,approved,1.0,1
1510,34,20403.61,25,6,0.395,0,rejected,,0
1511,40,30386.35,213,6,0.466,1,approved,0.0,0
1512,62,35843.7,184,3,0.646,0,approved,1.0,1
1513,51,31807.29,168,3,0.244,1,approved,0.0,0
1514,37,36128.14,60,3,0.151,2,rejected,,0
1515,58,29553.64,141,4,0.478,3,approved,0.0,0
1516,45,12961.63,73,2,0.349,0,rejected,,0
1517,58,24554.17,13,3,0.442,0,rejected,,0
1518,58,11581.2,162,1,0.45,1,approved,1.0,1
1519,67,86479.74,34,1,0.421,2,approved,0.0,0
1520,54,29507.27,166,4,0.331,2,approved,0.0,0
1521,60,18894.48,203,6,0.204,1,approved,0.0,0
1522,60,11113.66,210,3,0.382,2,approved,0.0,0
1523,63,57321.12,224,2,0.172,0,approved,1.0,1
1524,42,42261.28,209,3,0.553,0,approved,1.0,1
1525,32,13257.99,184,1,0.062,1,approved,1.0,1
1526,48,28485.69,110,7,0.656,1,approved,1.0,1
1527,43,36843.4,53,1,0.176,0,approved,0.0,0
1528,33,33309.92,60,1,0.123,1,rejected,,1
1529,31,39285.23,72,3,0.322,0,approved,1.0,1
1530,62,43148.59,44,3,0.143,1,rejected,,0
1531,51,36064.23,11,1,0.086,2,rejected,,1
1532,67,17795.8,195,5,0.267,3,approved,0.0,0
1533,48,65463.56,215,2,0.273,2,approved,1.0,1
1534,35,35944.93,52,2,0.146,2,rejected,,1
1535,66,30290.5,14,1,0.584,3,rejected,,0
1536,46,36584.71,131,3,0.181,1,approved,1.0,1
1537,18,42855.0,44,3,0.346,0,approved,1.0,1
1538,23,18936.18,19,3,0.128,1,rejected,,1
1539,47,30598.16,78,5,0.246,2,rejected,,0
1540,24,34872.4,19,1,0.36,1,rejected,,0
1541,64,42905.15,209,3,0.636,0,approved,1.0,1
1542,26,89571.27,20,3,0.64,1,approved,1.0,1
1543,44,33881.07,103,1,0.381,1,approved,1.0,1
1544,53,42376.44,168,1,0.286,2,approved,1.0,1
1545,19,43602.19,38,5,0.012,1,approved,1.0,1
1546,62,29063.37,232,4,0.335,2,approved,1.0,1
1547,22,42604.93,218,3,0.28,3,approved,1.0,1
1548,25,26956.02,53,2,0.41,0,approved,1.0,1
1549,20,92534.37,181,6,0.295,0,approved,1.0,1
1550,74,75321.66,55,1,0.48,0,approved,0.0,0
1551,42,38258.3,73,2,0.056,0,approved,1.0,1
1552,38,34999.51,229,3,0.328,0,approved,1.0,1
1553,30,31132.65,41,5,0.038,1,rejected,,0
1554,68,45755.13,107,1,0.664,1,approved,0.0,0
1555,52,14421.28,74,2,0.142,1,rejected,,1
1556,74,31132.05,124,1,0.158,0,approved,1.0,1
1557,74,30321.23,221,1,0.268,2,approved,0.0,0
1558,65,36909.52,138,4,0.591,1,approved,1.0,1
1559,62,37542.53,128,2,0.054,2,approved,1.0,1
1560,39,25349.89,215,5,0.104,0,approved,0.0,0
1561,37,47903.42,229,2,0.086,0,approved,1.0,1
1562,19,80088.7,60,2,0.033,1,approved,1.0,1
1563,63,44023.35,233,1,0.056,1,approved,1.0,1
1564,46,40457.72,149,4,0.353,1,approved,0.0,0
1565,67,40178.71,16,2,0.457,0,approved,1.0,1
1566,45,43324.64,45,2,0.415,4,rejected,,0
1567,18,20846.71,158,3,0.455,4,rejected,,1
1568,18,24654.97,30,3,0.197,2,rejected,,0
1569,63,37169.28,117,3,0.671,1,approved,0.0,0
1570,67,50354.95,3,0,0.33,3,rejected,,0
1571,38,45114.82,99,5,0.333,3,rejected,,0
1572,26,37763.18,193,4,0.307,1,approved,1.0,1
1573,21,8630.04,177,6,0.601,1,approved,1.0,1
1574,53,45091.38,167,2,0.567,2,approved,1.0,1
1575,65,43030.23,61,2,0.054,1,approved,1.0,1
1576,32,68077.28,212,3,0.485,2,approved,0.0,0
1577,28,77633.84,28,5,0.089,3,approved,0.0,0
1578,41,23274.31,187,2,0.207,3,approved,1.0,1
1579,62,36279.46,39,5,0.568,1,approved,0.0,0
1580,44,23367.54,197,4,0.097,0,approved,1.0,1
1581,47,23549.92,143,4,0.371,0,approved,0.0,0
1582,51,54026.06,23,4,0.483,0,approved,0.0,0
1583,48,38794.49,56,1,0.057,0,approved,1.0,1
1584,47,56945.19,33,3,0.445,2,rejected,,0
1585,22,19449.06,148,5,0.516,1,approved,0.0,0
1586,38,34438.82,95,2,0.462,2,rejected,,1
1587,52,28034.93,169,1,0.397,3,rejected,,1
1588,20,19319.2,145,3,0.214,0,approved,1.0,1
1589,64,14391.71,231,5,0.571,1,approved,1.0,1
