age,income,credit_history_months,num_credit_accounts,debt_ratio,num_late_payments,target,status
48,3734.918651918525,33,3,0.5018359322377122,2,0.0,approved
41,4931.335069822927,29,1,0.23567536706239367,1,0.0,approved
33,2000.0,18,3,0.36970775908343245,0,0.0,approved
36,5119.218364265134,20,6,0.2737248321156162,0,0.0,approved
47,3037.441781082807,9,3,0.3211832038366733,0,1.0,approved
26,5145.627837733896,21,2,0.3357599583580229,2,0.0,approved
38,2878.1120478838807,110,2,0.39810697343256224,0,1.0,approved
31,2000.0,68,2,0.16417181455124424,0,1.0,approved
35,2762.845231901784,5,4,0.08857861655105778,0,1.0,approved
47,5064.810028849374,1,3,0.44329782823458636,0,1.0,approved
36,2000.0,97,1,0.21394160412288082,0,1.0,approved
35,2455.3326144348525,26,5,0.08597264913052767,2,0.0,approved
21,2729.6624837899035,27,2,0.10990360592808943,2,0.0,approved
42,2000.0,54,3,0.26276955763545845,1,0.0,approved
41,6875.184700620764,13,3,0.23793626442842547,1,1.0,approved
56,2000.0,23,5,0.06434637601051724,1,0.0,approved
31,3838.618120018267,124,4,0.3381500563573614,1,1.0,approved
37,2854.4927396500884,40,6,0.11750280580574253,2,0.0,approved
37,5590.419053457044,6,4,0.016935548879250813,2,1.0,approved
50,3651.99203681969,5,1,0.10900805994436409,3,0.0,approved
34,2650.590870800474,8,4,0.09877666814806382,1,1.0,approved
37,2000.0,52,2,0.15154306102215198,2,1.0,approved
41,4442.290277467573,12,2,0.14126674946898493,0,0.0,approved
36,2000.0,1,5,0.159712109721616,0,0.0,approved
30,4117.268389259063,103,2,0.43388268834991683,1,0.0,approved
36,2000.0,6,2,0.42431022096418886,1,0.0,approved
45,5575.525382928,1,1,0.23925649817207453,2,1.0,approved
24,3231.3321816673924,9,4,0.39870716404718337,0,1.0,approved
36,4113.633103973081,9,2,0.3212942727811855,0,0.0,approved
27,3105.6999848412606,19,4,0.2743428813785354,2,0.0,approved
46,2000.0,91,0,0.28981081813131704,0,0.0,approved
20,2000.0,76,3,0.18890672278953088,1,0.0,approved
29,4172.182957413493,21,6,0.42606266665299153,1,0.0,approved
38,3239.9977316558834,19,3,0.14999742120760443,0,0.0,approved
50,5380.275998373121,29,1,0.22644341491844897,2,1.0,approved
34,3646.916450776057,10,4,0.48668848899617917,0,0.0,approved
29,2000.0,1,0,0.21629666578423337,3,0.0,approved
53,2002.1320788282187,100,2,0.10429669373729691,2,1.0,approved
20,3138.3695588171563,7,4,0.40821874497567723,0,1.0,approved
20,2000.0,7,1,0.28308005125635455,2,0.0,approved
39,6882.387856045882,23,3,0.19535896331992328,0,1.0,approved
29,3717.747927801028,24,5,0.3661041144745446,2,0.0,approved
24,5505.579428260635,1,2,0.4968135011303861,1,0.0,approved
42,2000.0,5,1,0.31660849563652876,0,0.0,approved
37,5554.0494991952155,17,5,0.3503029527523076,2,0.0,approved
29,9097.450200672025,41,1,0.5138474471543159,1,1.0,approved
22,2000.0,9,2,0.5443802061465666,1,0.0,approved
43,4383.930158280888,19,2,0.15898944131829626,2,1.0,approved
41,2982.61279542608,29,2,0.046384129785067105,3,0.0,approved
34,2000.0,79,2,0.2405069584910061,0,1.0,approved
53,3814.031274034108,14,1,0.191181882105568,2,0.0,approved
24,4522.415815120914,5,2,0.24479528977796797,0,0.0,approved
20,2207.104431992017,24,3,0.32722937429379906,1,0.0,approved
28,5339.878933818202,49,3,0.39882003875847627,0,0.0,approved
34,2000.0,4,0,0.09964270049123182,0,0.0,approved
37,2000.0,19,5,0.44079382470272166,1,0.0,approved
32,3191.6672169535773,1,7,0.3676868247149218,1,0.0,approved
38,3019.0353505211633,1,3,0.2678057736950847,3,0.0,approved
22,2083.3100037256468,23,1,0.10441428064484191,2,0.0,approved
49,4468.451549052223,12,3,0.21350555371455163,0,0.0,approved
34,3887.2107831710455,67,1,0.295848211632788,0,1.0,approved
46,4578.238222219569,33,3,0.06780791495051805,0,1.0,approved
38,2802.961406204593,21,3,0.3961239123030689,2,1.0,approved
39,4029.0670785648144,18,1,0.47874422366961,1,0.0,approved
40,2385.52581966778,24,5,0.2979685932978526,1,0.0,approved
39,8324.092875795952,1,4,0.23263248530919806,0,1.0,approved
41,2000.0,80,0,0.346644132763995,0,0.0,approved
48,8541.131009550434,229,3,0.3795543118729753,1,1.0,approved
36,3033.41392918458,7,1,0.6653620604725461,2,0.0,approved
42,2000.0,4,11,0.23479723694946028,1,1.0,approved
34,5907.864304209982,5,0,0.19946769757300775,1,0.0,approved
49,3174.643730604569,38,4,0.24473933890808394,2,1.0,approved
28,4562.208243382216,38,3,0.2371290678408549,3,0.0,approved
53,5496.836144626429,67,3,0.10437187128621665,2,1.0,approved
34,3529.7339438492836,50,0,0.21453677157870768,1,0.0,approved
20,2216.9320898457513,21,1,0.24320334099733992,2,0.0,approved
36,4855.4481765550145,34,4,0.41901402425672324,0,1.0,approved
28,2982.0842677472256,41,7,0.07575607851570368,0,1.0,approved
43,4200.374257811429,25,1,0.3831099821309307,1,1.0,approved
28,2000.0,23,0,0.6023457324437793,1,0.0,approved
30,3727.491843739559,37,2,0.2565836663896911,1,0.0,approved
20,2166.150888526321,29,4,0.13853982830701506,1,0.0,approved
30,6813.456403274222,37,2,0.47582130320278404,2,0.0,approved
20,4070.591802738865,34,3,0.2852613366813893,0,1.0,approved
20,3360.7816940057496,45,3,0.42400437178489864,0,0.0,approved
42,3801.515175643455,37,1,0.20810044527641322,1,0.0,approved
42,2000.0,26,3,0.4822096316916747,0,0.0,approved
39,6711.839565766624,41,2,0.31092070041149245,1,1.0,approved
25,8068.196136547986,21,4,0.3944384609001706,0,1.0,approved
34,3628.0723576953337,9,4,0.2623778940900698,0,1.0,approved
34,6602.487720124218,1,2,0.368756772017346,1,0.0,approved
23,2242.67785239613,29,1,0.006881788104228899,1,1.0,approved
50,2001.0818071620772,32,3,0.11370007156964666,1,0.0,approved
43,3042.583820516807,128,2,0.4248711445590879,0,1.0,approved
32,3705.1184931809717,16,5,0.4867982664109858,3,0.0,approved
35,2447.9510790355803,18,3,0.15008548729697876,4,0.0,approved
37,3900.5938711705444,8,3,0.2317017129508014,0,0.0,approved
20,3474.461357806821,2,7,0.3173293241218981,2,0.0,approved
32,2000.0,53,4,0.15523560738533532,2,0.0,approved
28,3863.761650303865,10,2,0.3785674162929041,1,1.0,approved
24,4590.591313651485,33,4,0.38735441139975063,0,1.0,approved
32,3247.8049878588236,41,3,0.5425038965318211,0,0.0,approved
52,5304.570315493891,22,3,0.2568494651101674,3,0.0,approved
41,2000.0,75,6,0.4350265675031265,0,1.0,approved
29,3766.7777662650115,21,2,0.2549633158355335,3,0.0,approved
40,2000.0,12,0,0.28616778067060256,2,0.0,approved
48,2000.0,81,3,0.21895748409126262,2,0.0,approved
44,2174.4577087638854,71,3,0.32371224532411885,0,1.0,approved
35,2000.0,6,1,0.32232253690735685,1,0.0,approved
28,2266.5227110070723,1,3,0.1271022402107232,0,0.0,approved
41,2678.2659878657505,3,0,0.15372768611724058,3,0.0,approved
38,4530.453134501358,12,2,0.029192602099613347,0,1.0,approved
43,2538.7331624376316,129,4,0.2717252194120844,0,0.0,approved
41,2000.0,29,6,0.41008818243306683,1,1.0,approved
45,5271.3086070680265,16,3,0.06304511195398879,0,1.0,approved
29,2000.0,79,3,0.23526466619279152,0,0.0,approved
48,2894.708767345275,21,0,0.47967189767010837,1,0.0,approved
36,3726.6621776361726,13,7,0.21087779397904088,1,0.0,approved
55,3293.8264057141614,102,3,0.03874561636480548,2,1.0,approved
28,5151.739861358951,68,4,0.2518317913657946,0,1.0,approved
52,3787.6519646643187,66,5,0.18235745548590854,0,0.0,approved
36,2000.0,25,2,0.11536512585463443,0,1.0,approved
28,8859.814326440348,56,0,0.32267700195019633,2,1.0,approved
30,3285.147173761804,7,1,0.13340432067285452,2,0.0,approved
31,2769.244689392781,30,1,0.4601254510390106,0,1.0,approved
39,4826.914446369605,148,2,0.24440240787632386,2,0.0,approved
40,3376.94074288077,12,2,0.3600231788001333,2,0.0,approved
29,3639.5455228280566,56,3,0.31910072555662883,1,1.0,approved
34,10363.984014768836,24,2,0.04871965247941164,2,1.0,approved
56,2597.849550648145,1,3,0.13549443380294354,1,1.0,approved
52,2543.0503202862883,51,3,0.1930006995495198,1,1.0,approved
39,3159.8797624714334,6,6,0.15256143189286386,0,1.0,approved
35,5093.690865987612,35,4,0.28011154073589895,0,1.0,approved
36,2000.0,3,4,0.21419581427042,2,0.0,approved
41,2000.0,105,1,0.1556608795001781,2,0.0,approved
24,2222.6209012917207,12,0,0.3095936611201467,2,0.0,approved
32,2000.0,9,4,0.1535530621037386,1,0.0,approved
20,2410.4875917216573,4,2,0.4076851093906187,1,0.0,approved
38,3832.4127630167054,105,7,0.4660067283305644,0,1.0,approved
41,2000.0,44,3,0.20525984749051326,1,1.0,approved
30,2000.0,48,1,0.2922063751439316,1,1.0,approved
50,3086.1158751015005,24,1,0.3056249305907229,1,0.0,approved
22,4588.331559479361,23,4,0.25928073813123326,1,1.0,approved
20,2000.0,4,3,0.268970395664447,0,1.0,approved
37,4492.282480641165,29,4,0.10644532785155024,1,1.0,approved
45,4485.714640211919,10,3,0.06658456035195673,1,1.0,approved
51,4803.223582036759,136,2,0.7788265161365405,0,1.0,approved
30,5482.081301804675,57,0,0.250724670854499,1,0.0,approved
45,8964.314887624756,19,1,0.21448521732276893,0,1.0,approved
34,2494.775379036353,5,3,0.22868548825165383,1,0.0,approved
33,3148.8286012502117,55,3,0.2640711262426873,0,0.0,approved
43,2420.624353952147,4,3,0.09151242227483622,0,1.0,approved
41,2983.905889269976,7,1,0.23196937338951035,2,0.0,approved
20,6415.272006696015,8,6,0.14074305313928998,0,1.0,approved
49,2000.0,29,2,0.06807954152399648,2,0.0,approved
48,2000.0,55,2,0.4199588328962201,2,0.0,approved
28,5934.81103978067,13,5,0.4489141690650815,1,1.0,approved
38,4964.253702259124,3,4,0.31166111346643816,0,1.0,approved
39,2486.009706657671,22,4,0.22879820194821904,0,1.0,approved
37,4569.691611597192,49,2,0.08850695134066217,2,0.0,approved
29,3535.492611525906,9,8,0.5110289955582268,1,0.0,approved
28,6311.554653456411,8,5,0.054474217715758805,2,1.0,approved
34,3094.1075671942963,105,5,0.1791680188546554,0,1.0,approved
46,4978.162156056599,110,7,0.4844567898910472,2,1.0,approved
40,11170.21293778445,167,2,0.22084280929542185,2,1.0,approved
31,4020.049831869737,59,2,0.1208130234025148,0,1.0,approved
42,3055.3947659997866,7,3,0.4120721929747881,2,0.0,approved
20,4277.925576145078,8,6,0.724658870496056,0,0.0,approved
46,2483.339661352925,14,2,0.28046553548217695,0,0.0,approved
20,9837.76522293631,13,6,0.4520144243788824,0,1.0,approved
31,3261.803423669187,112,6,0.27102558720157754,1,0.0,approved
23,2600.693293699391,56,4,0.4044037570365049,1,1.0,approved
22,2000.0,46,5,0.2796306651303618,2,0.0,approved
46,5159.578121857651,7,4,0.7275990371111196,1,0.0,approved
30,4598.9978792817665,86,2,0.02329760394987793,2,1.0,approved
38,2324.6454558665673,63,2,0.3503727544012575,1,0.0,approved
34,3976.7718355302122,6,6,0.02897248873812853,1,0.0,approved
39,2000.0,73,5,0.2144453585903015,1,0.0,approved
35,3269.803883201305,11,2,0.24450484251552568,0,0.0,approved
22,3738.2698485691717,3,2,0.28091496119881043,1,0.0,approved
44,6999.996337196086,38,4,0.13129556446624496,0,1.0,approved
30,2027.5645011659133,38,3,0.42131186077313304,3,1.0,approved
20,2000.0,3,3,0.11776782371633578,1,0.0,approved
30,2000.0,13,6,0.16490911830201013,2,0.0,approved
50,2000.0,177,3,0.14557705394046896,1,1.0,approved
43,5815.771201118792,40,4,0.44808572288048487,1,0.0,approved
31,6466.043252684112,47,4,0.11729530126503056,0,1.0,approved
31,3498.5654393144528,8,4,0.7451978581501016,0,1.0,approved
31,5489.8020250507725,2,4,0.18344805143000364,1,0.0,approved
55,3187.458565394011,11,5,0.21895810851787328,0,0.0,approved
38,2842.5140719019346,10,0,0.3377625292450927,1,0.0,approved
39,2523.6995781139685,9,3,0.3203503860088173,3,1.0,approved
45,2552.438624018211,7,1,0.5340325231330687,0,0.0,approved
37,2000.0,30,3,0.4474718056714482,4,1.0,approved
32,3402.0292874264956,14,10,0.12672155550411518,2,0.0,approved
33,2921.4432734886627,61,3,0.2965169757043463,1,0.0,approved
34,4327.219046133619,7,3,0.3234252798524037,0,0.0,approved
34,3123.663367337947,22,2,0.04762402011161227,0,1.0,approved
42,2748.053575181839,1,2,0.19972350302791214,0,0.0,approved
35,2000.0,23,1,0.112743456973595,1,1.0,approved
42,3090.464302803519,2,4,0.30203952828153763,0,0.0,approved
34,4311.834003351816,136,4,0.054372074365477814,2,1.0,approved
35,2000.0,56,5,0.10465707050352609,0,1.0,approved
20,3114.2289635432776,24,6,0.28653638433187,0,0.0,approved
44,3349.3496638009815,3,2,0.14061443953642622,1,0.0,approved
38,2081.7571676335947,32,2,0.06584444756992774,1,1.0,approved
44,2221.7975346884846,51,2,0.33713504075391665,0,1.0,approved
20,3345.279157988464,7,2,0.3652337179950482,1,0.0,approved
55,2000.0,30,1,0.2508945790234565,1,0.0,approved
33,3550.9194808572934,60,2,0.19140256641974984,0,1.0,approved
46,2000.0,52,4,0.26749390866629796,1,0.0,approved
24,5071.677179500303,58,4,0.06992086531086789,1,1.0,approved
41,9594.198507978377,76,3,0.40412662716794145,1,1.0,approved
24,2000.0,99,2,0.46527242913385763,2,0.0,approved
28,3893.656351188262,18,2,0.19398765918521496,0,1.0,approved
54,2072.7449022075275,30,2,0.40619175853877065,3,0.0,approved
33,5016.446466872574,56,1,0.07171944460711926,1,1.0,approved
37,2000.0,43,2,0.8121706225771094,0,0.0,approved
43,3790.652243628489,194,3,0.23123361252654018,1,1.0,approved
39,2000.0,1,2,0.17022097111246248,1,0.0,approved
36,2687.8790529563994,15,3,0.2349217764675744,1,0.0,approved
38,2000.0,11,5,0.5391953703725791,0,0.0,approved
59,4497.04249090197,10,5,0.4959623028081409,0,0.0,approved
34,2000.0,9,1,0.2688584494106616,1,0.0,approved
37,3928.3789139071996,44,3,0.16494434215312853,0,1.0,approved
45,2509.781523403862,3,6,0.10963645293796799,0,0.0,approved
46,2815.1302629917204,48,3,0.43998847874430497,1,0.0,approved
46,3209.524112897928,42,3,0.4404920115903426,0,1.0,approved
41,2036.703124697078,10,1,0.3341575198640718,1,0.0,approved
23,3311.5894741153106,10,2,0.32709450374097554,1,1.0,approved
51,6407.1336548621985,35,0,0.14952456453196017,1,1.0,approved
23,2020.201639773893,51,2,0.23220931729872962,2,0.0,approved
38,5355.637758257582,75,4,0.4689186983365049,0,1.0,approved
27,6304.68834111739,68,5,0.3227391950839133,1,1.0,approved
34,2000.0,120,6,0.37779866850112476,4,0.0,approved
38,2000.0,31,6,0.3081987370077905,3,0.0,approved
38,3466.776400968431,86,6,0.3540056040704819,2,0.0,approved
39,2267.1895021631344,59,3,0.5772014215221045,1,0.0,approved
51,7587.835179249895,81,3,0.14047229866456867,2,1.0,approved
39,3033.2919784015953,1,5,0.30073276915405805,2,0.0,approved
32,2000.0,121,2,0.3753028932064235,1,0.0,approved
44,2000.0,23,4,0.2791867757799224,3,1.0,approved
46,5140.740835818244,57,4,0.09400752997673333,2,0.0,approved
22,2240.396219602032,4,4,0.1991937082120216,1,0.0,approved
40,3047.0049384125086,18,5,0.354321131959013,1,0.0,approved
42,4807.350465486711,11,4,0.2928086804512538,1,0.0,approved
32,2339.917202162722,12,6,0.06499497329551152,0,1.0,approved
48,2913.2820755734037,4,3,0.1893691995460035,0,1.0,approved
33,2956.3651270375412,58,0,0.17814906196179287,1,0.0,approved
36,4195.05720700408,1,2,0.22214810320984849,0,1.0,approved
33,4005.2936103139755,13,5,0.139053094797154,0,1.0,approved
35,2670.2920685254066,6,1,0.14485609864098992,2,0.0,approved
24,3077.3512762961336,32,2,0.2846089235989433,1,0.0,approved
20,2475.284193922929,10,7,0.5864814499669156,2,0.0,approved
50,2000.0,10,2,0.2465900574832458,2,1.0,approved
26,3390.729702543796,24,5,0.421005392815985,1,1.0,approved
25,7677.857995595963,38,4,0.2604072146484295,1,1.0,approved
20,2000.0,4,2,0.15136440241574595,0,0.0,approved
28,2025.3243614325559,6,2,0.30768331782128466,1,0.0,approved
21,2000.0,10,1,0.23094258670962806,1,0.0,approved
51,4282.515670395446,131,0,0.3247952433290081,1,1.0,approved
45,3730.2954816401934,18,2,0.12808509892292627,3,0.0,approved
28,2753.7837492724425,32,3,0.34300381791253914,1,0.0,approved
57,2000.0,9,3,0.4333118089532469,1,0.0,approved
44,3121.8729207790084,24,2,0.35514353989337466,1,0.0,approved
31,2000.0,2,3,0.21272350222435243,1,0.0,approved
20,3202.5840656326286,1,2,0.2420603538102931,1,0.0,approved
57,4608.981565527687,22,5,0.06488887262470214,1,1.0,approved
21,2000.0,18,2,0.21441920411934934,0,0.0,approved
20,2000.0,5,3,0.22525453109763108,4,0.0,approved
45,6566.386405931618,41,1,0.4018558466544647,1,0.0,approved
59,2195.401402848954,178,4,0.17091566490623455,1,1.0,approved
48,5260.46088687374,18,0,0.42016762439183347,2,0.0,approved
40,2760.041976303294,35,1,0.2905273079126838,2,0.0,approved
40,2749.0827553934873,118,6,0.310882993362429,0,0.0,approved
43,3711.55553629786,64,3,0.6701292188652718,1,0.0,approved
42,2000.0,22,4,0.4236847980140879,1,0.0,approved
37,3185.1305995943817,48,5,0.3071918593841934,0,1.0,approved
36,2463.295317776374,4,8,0.03410718353278675,0,1.0,approved
34,2000.0,25,7,0.15234609471953398,1,1.0,approved
27,3528.8984145668446,11,3,0.15452259151381864,0,1.0,approved
32,2613.239965526615,6,3,0.20480112515055876,0,1.0,approved
20,2755.8675874241267,20,1,0.31598774761906284,0,1.0,approved
34,2000.0,5,7,0.09932971494786585,1,0.0,approved
25,6605.779217499515,43,8,0.3730077472214239,1,1.0,approved
23,4620.956943214217,21,1,0.15442537790842983,1,0.0,approved
36,4827.470686462979,27,5,0.21764775361936273,3,1.0,approved
48,2558.7589858433935,5,3,0.19655186547958658,1,0.0,approved
44,2000.0,5,5,0.19075744882545764,0,0.0,approved
20,7914.554547863498,31,2,0.2507845022278434,0,0.0,approved
25,2891.2703326466526,151,3,0.5934414592019981,2,0.0,approved
44,2050.010311233847,3,4,0.3806049062182204,1,0.0,approved
25,3671.665993551911,12,6,0.2678039352725162,0,0.0,approved
32,5343.095224028982,73,1,0.2561870473840873,1,1.0,approved
40,2946.7988423457455,2,7,0.05367912720150728,2,0.0,approved
25,5649.30373593971,75,3,0.2577744617188975,0,1.0,approved
36,5123.022978341954,26,4,0.1452509267659714,1,1.0,approved
21,2000.0,18,6,0.1899528721938674,1,0.0,approved
28,2128.3556115060996,13,2,0.6627556322068286,0,0.0,approved
38,4811.521251689086,12,0,0.4851646594303432,1,1.0,approved
20,2000.0,13,1,0.3452442318226013,3,0.0,approved
39,2766.317115716206,77,4,0.12525367396720724,1,1.0,approved
34,2000.0,46,3,0.06782170829967613,0,1.0,approved
40,2348.9485918150845,39,3,0.1661799447674897,1,0.0,approved
37,2567.248432455582,57,4,0.08069686376170712,1,1.0,approved
48,2492.092034097597,10,5,0.3869007956103209,2,1.0,approved
36,2261.69401115735,34,1,0.41521503391445264,2,0.0,approved
30,2000.0,22,7,0.6011153815073534,2,0.0,approved
36,9376.441822461353,54,6,0.3420797131456988,1,1.0,approved
40,7583.50673861937,13,2,0.13705370233699601,0,1.0,approved
35,2000.0,37,3,0.1835003852821256,0,0.0,approved
35,6575.187512507036,76,4,0.3493266187344563,1,0.0,approved
27,2441.2543272969024,18,1,0.4352951978884739,1,0.0,approved
28,3179.8640925396962,2,4,0.37726920660039803,0,0.0,approved
20,2888.1256886070933,26,7,0.3313791338119998,0,1.0,approved
52,2143.3508033061435,15,1,0.05553030780869475,1,1.0,approved
22,4875.247599596771,40,3,0.3640125360771106,2,0.0,approved
28,3174.6201465523127,108,1,0.5246965720179907,1,0.0,approved
27,2348.951384968291,23,4,0.30951194883496447,1,0.0,approved
43,2000.0,22,4,0.12494346301955823,1,0.0,approved
32,2000.0,38,2,0.21673254338110917,1,1.0,approved
47,2000.0,3,6,0.039856209050402366,2,1.0,approved
28,2999.232717809072,10,3,0.20879711511470866,1,1.0,approved
37,2000.0,90,4,0.09030571509320141,1,0.0,approved
26,2610.298192369548,39,2,0.10631070131643558,2,1.0,approved
56,5913.8416630064385,1,5,0.1676969335525186,0,0.0,approved
23,5429.757683690068,8,3,0.11434729340391415,0,0.0,approved
38,2933.2360689874054,41,4,0.1774485171194141,1,1.0,approved
41,2853.945314720667,52,3,0.3171494219174429,3,0.0,approved
39,7630.718401614548,65,3,0.45004040298766473,0,1.0,approved
33,3867.555993034356,12,6,0.22146580674273345,0,1.0,approved
33,2530.3091553878435,96,1,0.4638560972821631,1,0.0,approved
35,2000.0,28,4,0.2783156713064729,4,0.0,approved
33,3629.8137197990345,42,1,0.3420720045288434,1,1.0,approved
44,4512.749474367823,32,1,0.2589838531971205,0,0.0,approved
57,2173.674294115693,4,4,0.19122088906384438,1,0.0,approved
29,3448.1784240844813,118,3,0.4250384941357375,1,0.0,approved
21,2485.4607965369605,4,1,0.2059049619969109,0,0.0,approved
34,2718.9030850605072,10,2,0.48141312191323865,3,0.0,approved
60,2000.0,60,2,0.12767009314406802,2,1.0,approved
26,2668.0664102984315,34,2,0.6173865884946264,1,0.0,approved
51,4840.070913747309,65,3,0.1626965083242757,3,0.0,approved
51,2173.944899658596,26,4,0.11826918462934999,3,0.0,approved
29,3060.284560063662,17,7,0.254129403198061,1,0.0,approved
40,2042.6936788685218,91,2,0.2120365721024202,0,1.0,approved
51,3569.6428871030275,1,7,0.5274218258697285,0,0.0,approved
31,2675.090261110115,69,0,0.14571951016131574,1,0.0,approved
32,2000.0,9,3,0.32690496759213766,1,0.0,approved
29,5803.843989581329,67,6,0.4800298083707978,4,0.0,approved
24,4743.193902017694,5,2,0.15471695566946184,0,0.0,approved
28,2202.9367114366582,31,1,0.06270972593226698,1,0.0,approved
22,3823.395398976626,78,2,0.055600552832028034,1,0.0,approved
35,3899.899261541646,23,6,0.28172286920288564,2,0.0,approved
27,4109.886195738539,49,3,0.3169616213852651,2,1.0,approved
37,2000.0,58,2,0.5097858175986828,1,1.0,approved
20,4931.030494839073,48,6,0.2313383157539471,1,1.0,approved
38,2242.060344029149,93,3,0.12194202540004463,0,0.0,approved
43,2492.610997094019,21,1,0.07841252405492166,4,0.0,approved
20,11147.169365911735,6,3,0.22939210590864006,1,0.0,approved
38,3466.624699104426,1,4,0.6247112194166274,2,0.0,approved
47,2457.3498765374347,10,5,0.2074075573588887,1,0.0,approved
22,2000.0,5,5,0.0929353657641518,1,1.0,approved
51,5972.2681984739065,29,1,0.3129236274718046,1,1.0,approved
39,2000.0,7,2,0.3458091993469909,0,0.0,approved
27,2000.0,1,7,0.37941624048204625,0,0.0,approved
34,2525.8270950182377,1,3,0.20796820715403164,0,0.0,approved
40,6052.374151905466,64,3,0.05394859095484809,1,1.0,approved
35,4387.961262633878,32,2,0.37966052551985546,1,1.0,approved
40,2754.747993749318,15,2,0.2603831052413834,2,0.0,approved
25,3477.7681534841113,80,2,0.2931858417286946,0,1.0,approved
36,2207.922160909826,2,4,0.5073804912316741,0,0.0,approved
20,3196.548282141483,141,6,0.26685658427226244,1,1.0,approved
33,3092.2936385541184,34,10,0.23668264257301272,1,1.0,approved
25,4838.620545566574,7,3,0.34803028934616137,0,0.0,approved
27,4834.771084279845,40,3,0.22993054686049702,1,1.0,approved
47,3816.116994761643,51,2,0.38244058465612457,2,0.0,approved
45,2486.984524500504,20,2,0.28808794516679403,1,1.0,approved
41,4319.570034332303,71,6,0.235492671283305,0,0.0,approved
24,2846.9848529196834,5,1,0.40477338912362326,0,0.0,approved
31,2000.0,11,4,0.3674377448810921,0,0.0,approved
47,2436.593177832233,3,6,0.2737238570074369,1,0.0,approved
36,3109.643884086116,8,2,0.15006518283530842,1,0.0,approved
58,4699.013592955851,9,3,0.39017063899343923,0,1.0,approved
38,2719.5886437060058,89,1,0.11351835932874368,2,1.0,approved
36,2000.0,2,5,0.0652604712470902,1,1.0,approved
31,3066.74139390057,20,1,0.23534652289608254,1,1.0,approved
36,3154.9502935336577,27,3,0.508689326014069,2,0.0,approved
33,3271.221738507799,82,3,0.4810834504208881,0,0.0,approved
42,4721.754652820689,218,4,0.4600822564854262,2,0.0,approved
44,4961.491201733474,50,2,0.19912086285476926,1,1.0,approved
27,2214.7494563166483,127,2,0.21530053564113644,1,0.0,approved
21,2190.594552172707,55,4,0.4340563950938687,1,0.0,approved
20,2000.0,118,0,0.16604494328151975,0,0.0,approved
40,4227.6765202738425,44,3,0.20410603125050486,0,1.0,approved
23,6151.2466905587,2,3,0.04288973128929155,2,0.0,approved
20,2546.4589755046763,18,7,0.38013431760216126,1,0.0,approved
38,2641.9821204714244,37,3,0.13023001001368664,2,1.0,approved
59,6206.741248199888,15,2,0.206379692289778,1,1.0,approved
34,3838.2773056705328,11,2,0.4941940814186043,0,1.0,approved
43,3707.5177159174723,31,1,0.4829903095307901,0,0.0,approved
35,2000.0,97,1,0.13593261707304286,3,0.0,approved
34,4185.4271082252135,1,3,0.2552727583954971,1,0.0,approved
44,2000.0,52,2,0.024591828198516172,1,0.0,approved
32,2000.0,46,3,0.044257666923781004,2,0.0,approved
37,2506.428753532247,119,6,0.27132478723533276,0,1.0,approved
38,2224.091147848863,96,2,0.2645070374744326,0,0.0,approved
28,2668.308827592004,51,3,0.3390099971539886,0,0.0,approved
44,2000.0,26,2,0.3466191027654234,1,1.0,approved
33,4814.599548295966,8,3,0.061505361647665006,0,0.0,approved
27,5238.775921498318,28,1,0.34131715181653677,2,1.0,approved
40,2000.0,52,1,0.19074776850674738,0,1.0,approved
26,4862.115463938951,81,1,0.2541952382113729,1,1.0,approved
35,2000.0,56,1,0.4303010653775071,1,0.0,approved
34,4575.575529023971,7,3,0.2242427401272845,1,0.0,approved
45,2880.665876911911,32,6,0.27382866526538285,1,1.0,approved
39,3024.15738739257,14,5,0.45489751672781475,1,0.0,approved
34,2717.455314596415,1,3,0.12425519536582208,1,1.0,approved
43,5464.7005344360605,8,3,0.38401008373656403,1,0.0,approved
48,2000.0,4,4,0.5071967756341893,1,0.0,approved
40,4039.6776144493383,66,2,0.09168711564235303,0,1.0,approved
35,5170.191887812623,10,3,0.23022787774737535,1,1.0,approved
21,4264.883056772259,12,5,0.2615467000793167,0,0.0,approved
24,9531.424465141274,115,6,0.32507827350238416,3,1.0,approved
31,2288.2134028751334,17,1,0.3720256421410083,1,0.0,approved
28,4810.962328080162,1,4,0.21645951288659174,1,0.0,approved
33,2826.952859138169,12,3,0.24815223750665918,2,0.0,approved
35,5523.1467385329215,4,4,0.2592577536350598,2,0.0,approved
40,2969.519701757714,3,2,0.058667905964338615,0,1.0,approved
34,2455.44210880637,2,5,0.5298748017002755,1,0.0,approved
39,5727.509665783916,32,1,0.3042637123519897,0,0.0,approved
35,2331.3878907510466,7,4,0.11577930328853478,2,1.0,approved
20,2000.0,16,5,0.03177914204932743,1,0.0,approved
25,2302.0989170653306,71,1,0.41682082724370134,2,0.0,approved
33,4062.348254875222,19,1,0.3896061418824537,0,0.0,approved
22,5979.064375717243,89,4,0.3373952685251062,3,0.0,approved
40,3151.282171735951,24,1,0.2679803712766837,3,0.0,approved
50,5762.337766657267,18,4,0.1824621595046853,0,1.0,approved
47,2000.0,49,3,0.1147780138873812,1,0.0,approved
32,2388.374451226504,2,4,0.2331281610555061,1,0.0,approved
49,2580.4328661573554,3,5,0.0911617554633085,2,0.0,approved
36,2815.007729127819,37,4,0.19683426788388442,3,0.0,approved
